다이렉트 인덱싱  체크리스트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,투자성향,,,,,,,Factor,,,,,,,
1977,1,5,2,2,5,4,3,1,1,1,1,1,0,0,0
1978,4,4,3,2,3,1,4,0,1,0,1,0,1,0,0
1979,4,2,2,3,1,3,4,1,1,1,1,1,1,0,1
1980,3,5,5,2,1,4,5,1,1,1,0,0,1,1,0
1981,4,2,5,4,5,3,4,0,1,1,1,0,0,0,1
1982,2,1,1,1,2,5,4,0,0,0,1,0,0,1,0
1983,4,5,5,1,4,3,1,0,0,1,0,1,1,1,1
1984,3,4,4,5,4,5,2,0,0,1,0,1,1,0,1
1985,4,3,3,2,5,2,4,0,0,0,0,1,0,0,1
1986,4,2,5,5,3,5,4,0,1,0,1,1,1,1,1
1987,1,1,2,1,1,5,3,0,0,0,0,0,0,0,1
1988,3,4,3,1,5,2,5,1,1,1,0,0,1,0,1
1989,1,5,4,4,3,3,1,1,0,0,1,1,1,1,0
1990,3,4,1,1,1,4,1,1,1,1,0,1,0,1,0
1991,5,4,5,5,1,5,4,0,0,0,1,1,1,0,1
1992,1,3,4,4,3,4,3,0,1,1,1,0,1,1,0
1993,4,5,4,3,2,1,5,0,0,0,0,1,0,1,0
1994,2,1,2,5,2,5,2,0,0,1,1,0,0,0,1
1995,5,4,3,2,3,4,5,1,1,1,0,0,1,1,1
1996,5,5,1,3,5,1,2,0,0,1,1,0,1,1,1
1997,3,5,3,1,2,4,4,1,1,1,1,1,1,0,0
1998,4,5,5,4,4,5,4,1,1,1,1,0,0,0,1
1999,2,3,3,4,1,1,4,1,1,0,1,1,1,1,1
2000,2,1,3,3,1,2,2,0,1,1,0,0,1,1,1
2001,3,4,4,1,4,5,4,0,0,1,0,1,0,0,0
2002,3,3,4,3,1,5,1,1,0,0,0,1,0,1,0
2003,4,1,4,2,1,5,4,1,0,1,0,0,1,1,0
2004,4,5,2,5,3,2,1,1,1,0,0,0,1,0,1
2005,5,5,3,1,5,3,5,1,1,0,0,1,0,0,1
2006,5,5,3,5,1,1,3,1,1,1,1,1,1,0,1
2007,4,2,1,5,1,3,4,1,1,1,0,1,1,1,1
2008,5,5,3,3,2,4,5,0,1,1,1,0,1,1,1
2009,5,3,4,5,1,5,2,1,0,0,1,0,1,0,0
2010,1,4,3,2,5,4,5,1,1,1,0,1,0,1,1
2011,4,5,2,1,4,1,2,0,0,0,1,0,1,1,1
2012,3,1,1,2,1,3,4,0,0,0,1,1,1,0,1
2013,2,3,1,5,1,1,3,0,1,0,0,1,1,1,1
2014,4,1,2,5,4,3,4,1,1,1,0,0,0,0,0
2015,5,2,2,3,4,1,5,0,0,1,0,1,1,1,1
2016,2,1,4,1,1,4,3,0,0,0,1,1,1,1,1
2017,1,1,2,4,1,5,1,0,0,0,0,0,1,1,0
2018,2,5,5,4,1,5,5,0,0,1,0,0,0,1,0
2019,5,4,3,4,5,5,1,1,0,1,1,0,0,0,0
2020,1,4,1,1,4,3,1,0,0,1,1,1,0,0,0
2021,5,5,3,1,3,5,4,1,0,1,0,1,1,0,1
2022,4,5,2,5,5,5,2,0,0,1,0,0,0,1,0
2023,2,2,3,4,1,1,2,1,0,0,0,1,0,1,1
2024,4,1,5,4,4,5,2,0,0,1,0,0,0,1,0
2025,2,5,1,2,1,3,5,0,1,1,0,1,0,0,1
2026,2,3,1,3,2,3,5,1,0,0,1,0,0,1,1
2027,4,1,4,1,2,1,3,0,1,1,0,0,0,0,1
2028,1,1,2,1,3,4,4,0,1,1,1,0,1,1,0
2029,2,5,5,1,5,2,2,1,0,0,1,1,1,1,1
2030,5,1,3,1,1,3,5,0,1,1,1,1,0,0,0
2031,1,3,1,1,1,4,3,0,1,1,0,1,0,0,0
2032,2,5,3,4,5,1,5,0,1,1,1,0,1,0,1
2033,1,3,2,5,2,3,1,1,0,0,0,0,0,0,1
2034,4,4,2,1,5,2,5,1,1,1,0,1,0,0,1
2035,2,2,2,4,2,5,3,0,0,1,1,1,1,0,0
2036,5,2,4,5,3,3,2,1,1,0,1,1,1,0,1
2037,5,3,2,2,2,2,1,1,0,1,1,1,1,0,0
2038,2,2,1,5,5,5,2,0,1,0,0,0,1,1,0
2039,2,1,2,3,2,4,1,1,1,0,1,0,1,0,1
2040,1,1,4,2,1,3,3,1,0,1,0,1,0,1,1
2041,2,5,2,2,2,5,4,0,0,1,1,0,0,0,0
2042,2,2,4,1,3,2,3,1,0,0,0,0,0,0,0
2043,3,2,1,5,3,2,5,0,1,1,0,0,1,0,0
2044,3,4,3,2,4,4,5,0,0,0,1,0,0,1,1
2045,1,4,5,3,2,3,4,1,0,0,0,0,0,0,0
2046,1,3,1,5,3,1,5,1,1,1,1,0,0,0,1
2047,2,2,3,5,4,4,3,1,1,1,1,0,0,0,0
2048,2,3,4,3,2,4,4,1,1,0,1,1,1,0,1
2049,1,1,5,2,4,5,3,1,0,0,1,1,1,0,1
2050,4,1,1,4,3,4,2,0,1,1,0,0,0,1,0
2051,2,3,2,5,1,5,4,0,1,1,1,0,0,0,1
2052,4,3,4,1,5,2,5,0,0,1,1,1,0,0,0
2053,4,5,3,1,2,1,3,0,0,0,0,1,1,1,0
2054,3,1,5,4,3,5,3,0,0,0,1,1,0,0,1
2055,5,4,2,5,3,2,2,0,1,1,1,0,1,1,0
2056,5,2,2,2,4,4,3,1,1,0,0,1,0,0,0
2057,3,5,1,5,1,1,1,0,0,1,0,1,0,1,1
2058,5,2,3,4,1,1,3,1,1,1,1,0,0,1,0
2059,3,5,3,4,5,5,1,0,0,0,1,0,1,1,0
2060,5,5,4,1,5,5,2,1,0,0,0,0,1,1,1
2061,3,3,2,5,4,1,1,1,0,0,0,1,0,0,1
2062,4,1,3,2,1,1,2,0,1,0,1,1,0,1,0
2063,5,1,3,1,1,3,2,0,1,0,0,1,0,1,0
2064,5,2,1,2,2,2,4,1,1,0,1,1,1,0,0
2065,4,5,4,1,3,4,3,1,0,1,0,0,1,0,1
2066,4,5,4,3,5,3,5,1,0,1,1,0,1,1,1
2067,4,5,4,2,1,2,4,0,1,0,1,0,1,0,1
2068,3,2,5,5,3,4,5,1,1,1,0,0,0,0,0
2069,4,3,2,3,5,1,4,0,1,0,1,0,0,1,0
2070,3,3,1,5,1,5,3,1,1,0,0,1,1,1,0
2071,5,3,3,4,5,2,3,1,0,0,0,1,0,1,0
2072,3,4,5,1,2,1,2,1,1,1,0,0,1,1,0
2073,2,5,3,4,4,3,4,0,0,0,1,0,0,1,1
2074,2,2,5,5,3,5,3,0,0,0,0,0,0,1,1
2075,5,1,4,4,2,3,2,0,0,1,0,1,0,1,1
2076,2,4,3,1,2,4,2,0,1,1,0,1,0,0,0
2077,2,2,4,4,3,2,4,1,0,1,0,1,0,1,0
2078,2,5,3,3,4,3,5,0,0,1,0,1,0,1,0
2079,5,4,2,4,5,4,2,0,0,1,1,1,1,0,1
2080,1,5,5,3,5,4,2,0,0,0,1,1,0,1,1
2081,4,2,1,4,5,4,5,0,0,1,0,0,0,1,0
2082,1,5,3,3,2,3,5,1,0,1,1,0,1,1,0
2083,3,4,4,4,2,1,5,1,0,1,1,0,1,0,1
2084,4,4,2,1,4,3,2,1,0,1,0,1,0,1,0
2085,4,5,2,4,5,5,4,0,0,1,0,1,0,0,0
2086,3,3,5,1,1,1,4,0,1,1,1,1,1,1,1
2087,4,5,4,1,4,4,2,1,1,1,1,1,0,0,0
2088,3,3,3,2,5,5,5,0,1,1,1,1,0,0,1
2089,3,5,2,3,2,4,4,1,1,1,1,0,0,1,1
2090,3,5,3,1,5,3,4,0,1,0,0,1,1,1,1
2091,1,2,3,5,3,2,1,1,1,0,0,0,0,1,0
2092,3,2,1,5,5,2,4,0,1,1,1,1,0,1,1
2093,5,3,4,3,1,4,1,1,0,0,1,1,0,1,0
2094,4,4,3,1,4,1,3,1,0,0,0,1,0,0,1
2095,4,3,1,4,4,2,4,1,0,1,1,1,0,0,0
2096,2,1,1,4,2,1,2,0,1,0,0,0,0,0,1
2097,5,5,2,4,1,1,3,1,0,0,1,1,0,1,0
2098,1,4,5,1,2,1,5,1,0,0,0,0,1,0,0
2099,2,2,2,2,1,3,1,1,0,0,1,0,1,0,0
2100,2,1,5,1,1,2,3,0,1,0,0,1,0,0,1
2101,5,1,2,1,2,5,3,0,0,1,0,1,1,1,0
2102,5,4,1,3,2,5,3,1,1,0,0,0,0,1,1
2103,3,4,2,3,5,2,4,0,0,0,0,1,1,0,1
2104,2,3,4,3,1,3,2,1,1,1,1,1,1,0,1
2105,4,4,4,5,5,1,1,0,0,1,0,1,0,1,0
2106,2,2,4,4,5,1,1,0,1,0,0,1,1,0,1
2107,5,3,3,5,1,1,1,1,1,1,0,1,0,1,1
2108,2,3,4,1,4,3,4,1,1,0,1,0,1,1,0
2109,2,5,5,4,2,4,3,0,1,1,0,0,1,1,1
2110,1,1,2,3,3,5,3,0,0,0,1,1,1,0,0
2111,1,1,4,4,1,3,4,1,1,0,0,1,1,1,1
2112,4,4,5,4,4,3,4,0,1,0,1,1,0,0,0
2113,4,3,4,4,1,4,2,0,0,0,0,1,1,1,0
2114,2,1,4,2,4,3,5,1,1,1,0,0,0,0,1
2115,1,4,3,4,4,5,3,0,1,0,0,1,0,1,1
2116,3,2,1,2,5,3,2,1,1,0,0,0,1,1,0
2117,5,3,2,2,4,5,2,0,1,1,0,1,1,1,1
2118,4,3,1,1,3,2,2,0,1,0,1,0,0,1,0
2119,2,4,3,1,4,1,5,0,0,1,1,1,0,1,0
2120,1,4,1,4,2,4,2,1,0,1,0,0,1,1,0
2121,3,1,4,5,1,4,4,0,1,0,1,1,1,0,1
2122,5,5,1,2,2,3,2,0,0,0,1,1,1,1,0
2123,3,5,4,2,5,1,3,1,0,0,1,0,0,1,1
2124,3,5,1,1,1,2,3,0,0,1,0,0,1,0,0
2125,5,3,3,1,4,5,4,1,0,0,0,1,1,1,0
2126,5,1,4,1,1,1,1,0,0,1,0,0,0,0,0
2127,1,3,4,3,3,1,3,1,0,0,1,0,1,0,0
2128,2,5,2,2,4,5,1,1,0,0,1,0,1,0,0
2129,5,5,4,5,4,2,1,1,0,0,1,0,0,1,0
2130,1,5,3,4,2,4,2,0,1,0,1,1,0,0,0
2131,1,4,5,5,5,3,2,0,1,1,1,0,0,0,1
2132,1,3,4,1,1,4,2,1,1,0,1,1,1,1,1
2133,5,5,2,4,5,4,2,1,0,1,0,0,1,0,0
2134,4,4,4,4,1,1,5,1,1,0,0,1,1,1,0
2135,4,4,3,3,4,4,2,1,0,0,0,0,0,1,0
2136,1,2,1,5,3,3,4,1,1,0,1,1,0,0,0
2137,1,3,3,5,3,1,5,1,0,0,0,0,0,1,0
2138,1,2,4,2,2,4,5,1,1,1,1,0,0,1,1
2139,3,3,1,5,3,4,5,1,1,1,1,0,0,1,1
2140,2,2,1,1,1,4,2,0,0,1,1,1,0,0,0
2141,4,2,2,5,2,1,3,0,1,1,0,0,1,1,0
2142,1,3,4,3,3,2,4,0,0,1,0,1,0,0,1
2143,4,2,2,5,5,3,1,1,1,1,1,1,0,1,0
2144,3,3,1,2,5,2,3,1,1,0,1,1,0,1,1
2145,5,5,2,1,2,1,2,0,1,0,1,0,0,0,0
2146,4,1,3,5,4,5,3,0,1,1,1,0,0,0,0
2147,2,2,2,4,3,5,5,1,1,0,0,0,1,1,0
2148,2,1,5,2,1,3,5,0,0,0,1,0,0,1,1
2149,5,5,1,5,1,2,5,0,0,1,0,1,1,1,0
2150,3,4,1,2,1,1,4,1,1,0,0,1,1,0,1
2151,1,4,2,1,3,1,4,0,0,1,1,1,1,1,1
2152,4,4,5,1,4,3,2,1,0,0,0,1,0,0,1
2153,3,1,1,4,3,3,5,1,0,0,0,0,0,1,0
2154,3,5,3,3,4,3,5,1,0,0,1,0,1,1,0
2155,5,4,5,1,2,2,4,1,0,1,0,0,0,1,1
2156,4,1,3,4,1,5,1,1,0,0,0,1,1,0,0
2157,4,2,2,2,2,3,3,1,0,1,0,0,1,1,0
2158,1,2,1,2,1,3,2,1,1,1,0,0,1,1,0
2159,4,5,2,1,2,2,1,0,1,0,1,1,1,0,1
2160,4,3,3,1,3,3,5,1,1,0,1,0,0,0,0
2161,5,3,4,5,1,1,5,1,1,0,0,1,0,0,1
2162,5,4,4,1,1,5,2,1,0,1,1,1,1,0,1
2163,5,2,2,2,3,3,4,0,1,0,0,1,0,0,1
2164,5,4,1,3,3,1,5,1,1,1,1,0,0,0,1
2165,4,3,1,3,1,4,1,1,1,1,0,1,1,0,0
2166,3,4,5,1,2,1,2,1,0,0,0,0,1,0,0
2167,2,4,1,5,3,5,2,0,0,0,0,0,1,0,0
2168,3,5,2,5,5,1,3,1,1,1,1,0,1,1,1
2169,4,3,3,5,4,4,4,1,1,0,0,1,0,1,1
2170,5,5,4,5,5,3,3,1,0,0,0,1,1,0,0
2171,4,1,2,5,4,4,5,0,1,1,0,0,1,0,1
2172,2,3,2,5,1,3,1,1,0,1,1,1,0,0,0
2173,5,4,5,1,2,4,4,0,1,1,0,1,1,0,0
2174,2,2,5,4,3,4,1,0,0,0,1,0,0,0,1
2175,4,3,5,1,1,5,3,1,1,1,0,1,1,1,0
2176,4,4,3,4,1,4,4,1,0,1,1,0,0,1,0
2177,4,1,5,5,1,5,3,1,1,0,1,0,1,1,1
2178,3,5,1,2,5,5,5,0,0,1,1,1,0,1,0
2179,1,5,1,4,4,1,4,0,1,0,1,0,1,0,0
2180,3,1,4,1,2,5,2,1,0,1,0,0,1,1,1
2181,1,3,3,5,2,1,4,0,1,0,0,0,0,0,0
2182,2,1,1,1,5,4,3,0,0,1,1,0,1,1,1
2183,2,2,3,1,5,2,3,1,1,0,1,1,1,1,0
2184,3,5,2,2,2,5,3,0,1,0,1,1,0,1,0
2185,3,5,1,5,5,4,5,0,0,0,0,0,0,0,0
2186,1,3,3,4,2,2,4,0,1,0,1,0,1,0,0
2187,3,2,5,2,5,1,2,0,1,1,0,0,1,0,1
2188,5,3,1,5,2,3,4,1,0,1,1,0,1,0,0
2189,2,4,4,1,1,3,3,1,0,0,1,1,0,1,0
2190,5,4,4,5,3,1,4,0,0,1,0,0,0,0,0
2191,3,5,2,4,5,1,3,0,1,1,0,0,1,1,0
2192,5,3,3,4,1,4,4,0,1,1,1,1,0,1,0
2193,4,1,1,5,3,4,3,0,0,1,1,1,1,0,1
2194,1,2,4,5,2,4,4,1,1,1,1,1,0,1,1
2195,3,5,5,2,3,2,4,0,1,1,0,1,1,1,1
2196,2,5,3,1,5,3,2,0,0,1,0,1,0,1,0
2197,4,1,4,2,3,2,5,0,0,1,0,1,0,0,0
2198,3,5,3,5,5,5,2,1,1,1,1,1,1,0,1
2199,2,5,5,5,3,3,2,1,1,1,0,0,1,0,1
2200,3,1,1,1,5,3,5,0,0,1,0,0,0,1,0
2201,3,5,5,5,3,5,5,0,1,1,1,1,1,1,1
2202,4,2,3,2,2,1,4,0,1,0,0,0,0,0,0
2203,2,1,5,4,3,3,2,1,0,0,0,1,0,1,1
2204,5,4,4,4,4,4,3,0,0,1,1,1,1,0,0
2205,4,1,1,1,1,5,4,0,0,1,1,0,1,1,1
2206,1,4,3,4,2,1,4,1,1,0,0,1,1,0,1
2207,5,4,3,2,1,1,2,0,0,1,0,1,1,0,0
2208,4,3,5,3,4,5,4,0,0,1,1,1,0,0,0
2209,1,5,1,1,5,4,3,1,1,0,0,0,1,0,0
2210,5,3,3,3,4,3,3,1,1,1,0,0,1,1,1
2211,3,5,2,4,2,3,3,0,1,1,1,1,1,0,1
2212,5,5,5,4,1,3,4,1,0,0,0,1,1,0,1
2213,3,4,4,1,3,4,1,0,1,1,0,0,0,0,1
2214,1,4,4,2,3,4,2,1,0,1,0,1,0,0,0
2215,1,3,3,2,3,3,2,0,0,1,1,0,0,0,1
2216,4,4,2,5,2,2,4,0,0,1,1,1,1,0,0
2217,3,3,4,3,1,3,2,1,0,1,1,0,0,0,0
2218,2,4,1,5,1,1,4,1,0,1,1,1,0,0,1
2219,3,1,2,5,5,5,1,1,1,0,0,0,1,0,0
2220,2,1,2,1,2,5,5,1,1,0,0,0,0,1,0
2221,5,1,1,1,1,1,2,0,0,0,0,1,1,0,1
2222,5,4,2,2,1,3,3,0,1,1,1,1,1,0,1
2223,5,4,2,5,3,1,3,1,1,1,1,1,1,1,1
2224,1,4,3,3,4,3,2,0,1,1,0,1,1,0,0
2225,3,3,1,3,3,1,1,1,0,0,1,0,0,0,1
2226,2,5,5,1,3,5,2,0,0,1,0,0,0,1,0
2227,3,1,2,3,3,2,3,0,1,1,1,0,1,0,1
2228,2,1,4,5,3,1,2,0,1,0,1,0,1,0,1
2229,1,3,5,5,4,4,1,0,1,1,0,0,1,0,1
2230,1,4,3,4,3,4,3,0,1,0,0,0,1,0,1
2231,4,3,4,4,2,3,4,1,0,0,1,1,1,0,0
2232,4,1,5,5,4,4,1,0,0,1,1,0,1,1,0
2233,2,2,1,3,1,5,4,0,1,1,0,0,0,1,1
2234,3,5,5,4,1,4,3,0,1,1,1,0,0,0,0
2235,1,3,1,2,1,4,1,0,1,1,0,1,0,0,1
2236,5,5,5,1,4,3,3,0,1,1,1,1,1,0,1
2237,1,1,3,4,3,5,4,0,0,1,1,0,0,1,1
2238,5,5,5,1,2,1,3,0,1,0,1,0,1,0,1
2239,5,1,4,3,3,1,3,0,0,0,1,0,0,1,0
2240,5,4,2,1,1,3,5,0,0,1,1,0,1,0,0
2241,2,3,5,3,1,4,1,1,1,0,1,0,0,0,0
2242,4,4,2,4,5,1,5,1,1,0,1,1,0,1,1
2243,4,5,2,5,5,2,5,1,0,1,1,1,0,0,0
2244,3,3,3,2,5,1,3,0,0,1,1,0,0,0,0
2245,5,2,3,1,1,4,5,0,1,0,1,0,1,1,1
2246,2,5,2,1,3,4,2,1,0,1,0,1,0,0,1
2247,4,1,4,3,3,3,2,0,1,1,0,1,0,1,0
2248,1,2,2,5,3,3,3,0,1,1,1,0,0,1,1
2249,4,3,1,2,2,3,2,0,0,0,1,0,0,0,1
2250,2,5,2,3,2,3,1,1,0,0,1,1,0,1,1
2251,2,1,3,1,3,5,2,1,0,0,0,0,0,0,1
2252,4,2,1,3,3,2,3,0,1,0,0,0,1,1,0
2253,5,2,3,5,2,2,3,0,1,0,1,0,1,1,0
2254,5,4,1,4,5,4,3,1,1,0,1,1,0,1,1
2255,3,5,3,5,3,4,3,0,1,1,1,0,1,1,0
2256,3,2,2,2,4,3,3,0,0,1,0,0,1,0,1
2257,1,2,5,3,1,3,4,0,1,0,0,1,0,1,1
2258,5,5,2,5,4,2,1,0,0,0,0,0,0,0,0
2259,1,2,5,4,3,2,1,0,0,0,1,1,0,1,0
2260,5,1,5,2,3,3,4,0,1,0,1,1,1,0,1
2261,4,5,3,5,4,3,4,0,1,1,1,0,1,0,0
2262,5,3,1,4,4,1,1,0,1,1,1,1,0,0,1
2263,3,2,2,5,5,3,5,1,0,1,0,1,0,1,0
2264,1,3,2,2,2,3,1,1,1,1,0,0,1,1,1
2265,1,1,3,3,1,1,2,1,1,1,0,0,0,1,1
2266,3,2,3,1,5,1,4,0,1,1,0,1,0,1,1
2267,4,1,4,3,1,2,1,1,0,0,0,0,1,0,1
2268,3,5,3,2,1,4,5,1,1,1,1,1,1,1,0
2269,5,4,3,1,2,2,2,1,1,0,0,0,0,0,0
2270,4,5,2,2,4,2,1,1,0,0,0,0,0,0,0
2271,2,4,5,3,1,5,2,1,0,0,1,0,1,0,1
2272,2,5,5,5,2,4,1,1,1,0,0,1,0,1,1
2273,2,3,3,5,2,3,2,1,1,0,0,0,1,1,0
2274,4,2,4,1,5,4,2,1,0,1,1,0,0,1,1
2275,3,2,2,2,5,1,4,0,1,1,0,0,0,0,0
2276,4,2,3,2,4,3,2,0,0,0,0,1,0,1,1
2277,5,1,3,1,1,4,5,1,1,1,0,0,1,1,0
2278,4,1,5,4,2,1,1,0,1,0,1,1,0,1,1
2279,2,2,5,2,5,3,5,0,1,0,1,0,0,0,0
2280,5,5,5,2,5,4,4,0,0,1,0,0,1,0,0
2281,1,5,3,5,5,5,3,1,0,0,0,0,0,0,1
2282,2,1,1,1,3,1,2,0,1,0,1,0,0,0,0
2283,4,3,4,3,4,5,2,1,0,0,1,1,1,0,0
2284,2,4,4,3,1,2,3,0,0,1,0,1,0,0,1
2285,4,2,5,3,5,4,4,0,0,1,1,1,1,0,1
2286,2,3,3,5,3,2,1,0,1,0,0,0,0,0,1
2287,3,5,4,3,5,2,2,1,1,0,1,1,0,0,1
2288,1,5,5,1,3,4,3,1,0,0,1,1,1,1,0
2289,5,2,4,3,5,2,4,1,1,1,0,0,1,0,0
2290,2,2,5,2,4,4,5,1,1,1,0,0,1,1,0
2291,1,1,4,2,2,1,1,0,1,1,1,1,0,1,0
2292,1,3,5,3,4,4,5,1,0,0,0,0,1,0,1
2293,1,3,3,1,4,2,5,1,1,0,1,0,0,0,1
2294,2,3,3,3,2,2,1,0,0,1,1,1,0,0,1
2295,3,5,5,2,1,2,1,1,0,1,0,1,1,1,1
2296,5,5,5,3,5,3,5,0,0,1,1,0,0,1,0
2297,1,1,1,3,2,2,1,1,1,0,1,0,1,1,0
2298,5,5,3,1,5,3,3,0,1,1,1,0,1,1,0
2299,1,3,2,1,2,1,4,0,0,0,0,0,1,1,1
2300,4,1,1,1,4,2,4,1,0,0,1,1,0,1,1
2301,3,2,4,3,1,5,5,0,0,1,1,0,0,0,1
2302,5,2,5,5,5,2,2,0,1,1,0,1,1,1,1
2303,3,1,4,2,1,2,3,0,0,1,0,1,1,1,0
2304,4,4,5,2,4,1,5,0,1,1,0,1,1,1,0
2305,3,5,4,5,5,4,5,1,0,1,0,1,1,1,1
2306,1,1,2,4,2,2,3,0,1,0,0,0,1,1,0
2307,3,3,3,1,5,1,5,0,0,1,0,1,1,1,0
2308,5,4,4,5,2,1,3,1,1,1,0,0,0,0,0
2309,3,1,3,4,3,5,4,1,1,0,1,0,1,0,0
2310,1,4,5,4,4,3,5,1,1,0,0,1,1,1,0
2311,4,4,3,1,1,2,1,1,1,0,0,0,1,1,1
2312,5,5,2,2,4,2,2,1,1,1,1,1,0,1,1
2313,4,3,5,3,1,2,4,0,0,0,1,1,1,0,1
2314,3,2,4,2,3,3,5,1,1,1,0,1,0,0,1
2315,5,1,3,5,5,1,2,0,0,1,1,0,1,1,1
2316,1,3,5,2,5,5,3,1,1,0,0,0,0,1,0
2317,4,3,4,4,4,2,1,0,1,0,1,0,1,0,1
2318,4,2,3,5,4,4,1,1,1,1,0,0,0,0,0
2319,2,3,1,4,2,2,5,1,1,1,1,0,1,1,0
2320,4,1,5,2,3,2,1,0,0,1,1,1,1,0,1
2321,1,5,4,1,5,4,4,0,1,1,0,1,1,0,0
2322,2,4,5,3,2,3,3,0,1,1,1,1,1,1,0
2323,2,1,4,5,2,3,3,0,1,1,1,0,1,1,0
2324,4,4,2,1,2,5,2,0,1,1,1,0,1,1,0
2325,3,5,2,3,4,2,2,1,1,0,0,0,0,0,1
2326,5,5,3,1,3,3,3,0,1,1,0,0,0,0,0
2327,3,4,5,1,3,3,2,0,1,1,0,0,1,0,0
2328,4,2,2,4,3,2,5,0,0,0,1,1,1,0,0
2329,3,2,5,5,3,5,1,0,1,1,1,0,1,0,0
2330,1,2,4,3,4,2,5,1,0,0,1,0,0,1,1
2331,5,4,2,2,2,5,4,1,1,0,0,1,0,0,0
2332,2,1,1,2,2,5,2,1,1,0,0,0,1,0,0
2333,1,1,2,2,1,1,2,1,0,0,0,0,0,1,1
2334,2,4,4,3,2,4,4,0,0,0,0,1,1,0,1
2335,2,2,5,3,4,4,3,1,1,0,1,0,1,1,0
2336,3,5,2,5,2,3,1,1,0,0,0,0,0,1,0
2337,5,2,3,2,3,1,2,1,1,1,1,1,1,1,0
2338,3,5,1,3,2,4,1,1,1,0,0,1,1,1,0
2339,4,1,3,1,5,3,2,1,0,1,0,1,1,1,1
2340,1,4,2,3,5,1,2,1,0,1,0,1,0,1,0
2341,4,5,5,4,5,5,4,1,0,0,1,0,1,1,1
2342,2,1,2,1,4,2,1,1,1,0,1,0,1,0,1
2343,3,2,1,2,4,3,4,1,1,0,0,1,1,1,1
2344,5,1,4,3,2,5,5,0,1,0,0,1,1,0,0
2345,2,4,4,3,5,3,5,1,1,0,1,0,1,0,0
2346,4,3,1,4,2,2,1,0,1,0,0,1,0,1,0
2347,1,2,3,3,3,1,5,0,1,1,0,1,1,1,0
2348,5,4,2,3,4,1,4,1,1,0,1,1,0,0,1
2349,4,2,1,2,5,4,5,0,1,0,1,0,0,1,1
2350,1,3,1,3,3,4,5,1,0,1,0,0,0,1,1
2351,3,1,4,1,5,4,1,0,1,0,0,0,1,0,0
2352,1,2,4,4,2,2,2,1,1,0,1,0,0,0,0
2353,5,3,3,1,5,5,1,1,1,0,0,0,1,0,0
2354,5,5,3,2,5,2,2,0,1,0,1,0,0,1,0
2355,5,5,1,2,5,3,1,0,0,1,0,0,1,0,0
2356,5,4,2,4,3,1,1,0,1,1,1,0,0,0,1
2357,2,2,5,2,4,3,4,0,1,0,1,1,1,1,1
2358,1,2,4,2,4,3,3,1,0,0,1,0,0,1,1
2359,5,1,3,3,5,3,1,0,1,0,1,1,0,1,0
2360,2,4,3,1,1,2,5,0,0,0,0,0,1,0,1
2361,3,4,2,3,1,3,2,0,0,1,0,0,1,0,0
2362,3,3,5,2,5,4,2,1,0,1,0,0,1,1,0
2363,3,3,3,2,5,5,5,1,1,0,0,0,1,1,1
2364,2,2,3,3,3,2,5,1,1,0,0,0,1,1,1
2365,5,3,4,2,1,3,3,1,0,0,0,0,1,1,0
2366,3,2,2,1,4,2,1,1,1,1,1,1,0,1,1
2367,1,3,4,1,3,4,4,1,0,0,0,0,1,0,1
2368,5,3,1,4,1,2,1,1,1,0,1,1,1,0,1
2369,1,5,1,5,4,5,2,1,1,1,1,0,1,0,0
2370,1,4,2,1,4,4,4,1,1,0,1,0,0,1,1
2371,1,4,1,3,4,1,5,1,0,1,0,0,0,1,1
2372,1,2,1,5,2,3,5,1,0,0,1,0,1,1,1
2373,2,1,4,1,4,2,1,1,1,1,1,1,0,1,1
2374,3,4,5,2,1,1,4,1,0,1,1,1,0,0,1
2375,1,2,5,5,2,5,3,0,0,1,0,1,1,1,1
2376,5,5,5,4,5,3,3,1,1,1,0,0,0,0,1
2377,4,3,2,3,5,4,4,1,1,1,0,0,0,0,1
2378,3,1,2,3,2,4,5,1,0,1,1,0,0,0,1
2379,5,2,3,5,1,4,2,0,1,1,0,0,1,0,1
2380,1,3,3,5,3,2,2,1,0,1,0,1,0,0,0
2381,4,1,5,2,1,5,1,0,0,0,1,0,0,0,1
2382,3,4,2,3,1,5,1,1,0,0,0,0,0,0,1
2383,4,1,3,1,1,4,3,1,1,0,1,0,1,1,0
2384,3,2,4,5,2,3,5,1,0,0,1,0,0,1,0
2385,5,3,1,5,4,4,4,1,0,1,1,1,1,0,1
2386,5,2,4,2,4,5,1,0,1,0,0,0,1,0,1
2387,4,3,4,2,3,2,3,1,1,0,1,1,1,1,1
2388,3,4,5,1,4,1,4,0,1,0,1,0,1,0,1
2389,4,1,1,3,3,1,2,1,0,0,0,0,1,0,1
2390,2,4,1,5,5,3,3,1,1,1,1,1,0,1,0
2391,2,4,1,4,1,2,1,1,1,1,1,0,1,0,0
2392,5,4,2,3,3,4,2,0,1,0,1,1,0,1,1
2393,2,1,2,3,1,2,4,1,1,0,0,1,0,1,1
2394,4,5,1,2,2,5,4,1,0,1,0,1,1,1,0
2395,3,4,5,2,5,2,2,1,0,0,0,1,1,0,1
2396,1,4,3,4,4,3,5,0,1,1,1,0,0,0,0
2397,1,5,2,3,2,1,5,1,1,0,0,0,0,0,0
2398,2,1,5,1,1,3,4,0,0,1,0,0,0,0,0
